Rk,Player,GS,AS,Season,Age,Team,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Player-additional
870,D'Angelo Russell,65,0,2021-22,25,MIN,65,65,0,4.4,112,115,2.9,1.5,0.101,2.2,-1.5,0.8,1.4,16.3,1.3,10.1,5.6,33.1,1.4,1,13.2,25.1,G,russeda01
871,Domantas Sabonis,61,0,2021-22,25,INDSAC,62,61,0,7.1,121,113,5.3,1.8,0.159,3.2,0.9,4.1,3.2,21.9,10.3,29,19.5,23.6,1.3,1.1,17.5,22.3,C-F,sabondo01
872,Dennis Schröder,29,0,2021-22,28,BOSHOU,64,29,0,2.9,107,112,1,1.9,0.076,-1.5,-0.4,-1.9,0,13,2,10.5,6.3,24.2,1.4,0.4,15.1,22.6,G,schrode01
873,Alperen Sengun,13,0,2021-22,19,HOU,72,13,0,2.1,107,113,0.8,1.3,0.068,-1.6,0.6,-1,0.4,16,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22,C-F,sengual01
874,Collin Sexton,11,0,2021-22,23,CLE,11,11,0,-0.1,96,113,-0.4,0.3,-0.009,-3.5,-0.7,-4.1,-0.2,11.2,4.6,7.9,6.3,11.9,1.6,0,15.6,27.9,G,sextoco01
875,Landry Shamet,14,0,2021-22,24,PHO,69,14,0,2.6,111,112,1.1,1.5,0.085,-0.9,-0.4,-1.2,0.3,10.2,1.2,8,4.7,9.7,0.9,0.6,7.3,16.8,G,shamela01
876,Pascal Siakam,68,0,2021-22,27,TOR,68,68,0,8.1,116,110,4.9,3.2,0.151,2.7,0.8,3.5,3.6,20.3,5.1,20.1,12.2,23,1.6,1.6,11.6,25.8,F-C,siakapa01
877,Anfernee Simons,30,0,2021-22,22,POR,57,30,0,1.9,112,121,2,-0.1,0.055,1.9,-2.7,-0.7,0.5,15.3,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,G,simonan01
878,Marcus Smart,71,0,2021-22,27,BOS,71,71,0,5.6,110,107,1.9,3.7,0.116,-1.2,1.7,0.5,1.5,13.6,2,10.5,6.4,25.6,2.6,0.7,16.6,18.3,G,smartma01
879,Lamar Stevens,13,0,2021-22,24,CLE,63,13,0,1.6,107,110,0.4,1.2,0.078,-3.2,0.3,-2.9,-0.2,11.3,5.2,12.5,8.9,6.5,1.5,1.6,10.4,17.1,F,stevela01
880,Isaiah Stewart,71,0,2021-22,20,DET,71,71,0,3.4,113,112,1.6,1.8,0.091,-2.5,-0.8,-3.3,-0.6,14,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,F-C,stewais01
881,Max Strus,16,0,2021-22,25,MIA,68,16,0,3.6,116,112,2,1.7,0.11,1.4,-0.4,0.9,1.2,12.7,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,G,strusma01
882,Jalen Suggs,45,0,2021-22,20,ORL,48,45,0,-1.6,88,112,-3,1.3,-0.06,-5.3,-0.2,-5.6,-1.2,8.6,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,G,suggsja01
883,Keifer Sykes,11,0,2021-22,28,IND,32,11,0,-0.5,94,120,-0.5,0.1,-0.04,-4.4,-2.4,-6.9,-0.7,5.9,1.5,7.4,4.4,14.9,1,0.6,14.3,17.4,G,sykeske01
884,Jae'Sean Tate,77,0,2021-22,26,HOU,78,77,0,3,111,116,1.9,1.1,0.071,-1.3,-0.5,-1.8,0.1,14.3,7.2,15.3,11.2,16.9,1.7,1.8,14.6,19.6,F,tateja01
885,Jayson Tatum,76,1,2021-22,23,BOS,76,76,1,9.6,113,106,5,4.6,0.169,4.3,0.6,5,4.8,21.8,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,F,tatumja01
886,Garrett Temple,16,0,2021-22,35,NOP,59,16,0,0.8,101,113,-0.1,1,0.037,-2.8,0.3,-2.5,-0.1,8.6,2.9,11.8,7.2,9.2,1.9,2,11.8,13.9,G,templga01
887,Daniel Theis,27,0,2021-22,29,BOSHOU,47,27,0,1.9,113,112,0.9,1,0.093,-1.9,-0.2,-2.1,0,13.2,6.6,18.8,12.7,6.3,1,2.9,12.5,16.2,C,theisda01
888,Klay Thompson,32,0,2021-22,31,GSW,32,32,0,1.8,107,110,0.6,1.2,0.091,2.6,-1.6,1.1,0.7,16.7,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,G-F,thompkl01
889,Matisse Thybulle,50,0,2021-22,24,PHI,66,50,0,3.7,116,108,1.2,2.5,0.107,-2.2,3.3,1.1,1.3,11.2,2.8,7.1,5,6.1,3.4,3.8,10.9,9.5,G,thybuma01
890,Obi Toppin,10,0,2021-22,23,NYK,72,10,0,3.9,120,111,2.5,1.5,0.153,1.7,0.3,2,1.2,18.3,5.9,17.7,11.7,10.9,1,2.6,9.6,20.8,F,toppiob01
891,Karl-Anthony Towns,74,1,2021-22,26,MIN,74,74,1,10.3,121,110,7.1,3.2,0.199,4.5,0.5,5,4.4,24.1,8.2,23.6,15.7,18,1.4,3.2,13.7,27.8,C-F,townska01
892,Gary Trent Jr.,69,0,2021-22,23,TOR,70,69,0,5.6,114,112,3.1,2.5,0.11,-0.1,0.3,0.2,1.3,14.7,1.1,7.7,4.2,8.8,2.5,0.8,5.8,21.8,G,trentga02
893,P.J. Tucker,70,0,2021-22,36,MIA,71,70,0,5,120,110,2.4,2.6,0.121,-0.8,1.4,0.6,1.3,11.3,5.8,16.2,11.1,10.6,1.5,0.8,12.7,11.7,F,tuckepj01
894,Myles Turner,42,0,2021-22,25,IND,42,42,0,3.1,117,111,1.7,1.4,0.12,0.1,1.4,1.4,1.1,17.4,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,C-F,turnemy01
895,Jonas Valančiūnas,74,0,2021-22,29,NOP,74,74,0,7.3,118,111,4.6,2.7,0.156,2,-0.1,1.9,2.2,21.2,10.9,31.2,20.8,14,0.9,2.6,14.4,23.8,C,valanjo01
896,Jarred Vanderbilt,67,0,2021-22,22,MIN,74,67,0,6,127,108,3.1,2.9,0.153,-0.8,1,0.2,1.1,15.3,12,23.9,17.8,6.7,2.5,2.4,14.8,10.9,F,vandeja01
897,Fred VanVleet,65,1,2021-22,27,TOR,65,65,1,6.7,115,111,3.9,2.8,0.131,3.1,0.5,3.6,3.5,17.3,1.8,11.4,6.4,26.7,2.3,1.4,12.5,23.7,G,vanvlfr01
898,Devin Vassell,32,0,2021-22,21,SAS,71,32,0,3.3,109,112,1.3,2,0.082,-0.5,0,-0.5,0.7,13.3,2.4,14.3,8.3,9.7,1.9,1.8,6.7,18.9,G-F,vassede01
899,Gabe Vincent,27,0,2021-22,25,MIA,68,27,0,2.5,107,111,0.7,1.9,0.076,-1.9,0.5,-1.4,0.2,10.6,1.6,7.3,4.5,19.4,2,0.8,15.4,17.8,G,vincega01
900,Nikola Vučević,73,0,2021-22,31,CHI,73,73,0,4.5,107,110,1.4,3.2,0.09,0.8,0.1,0.9,1.8,18.2,6.6,30.7,18.7,15.2,1.4,2.5,10.1,24.5,C,vucevni01
901,Dean Wade,28,0,2021-22,25,CLE,51,28,0,2.3,122,111,1.1,1.1,0.111,-1.9,1.3,-0.6,0.4,10.1,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,F,wadede01
902,Franz Wagner,79,0,2021-22,20,ORL,79,79,0,4,110,114,2.1,1.9,0.079,-0.4,-0.3,-0.7,0.8,14.7,3.6,11.9,7.7,15.7,1.4,1.3,10,21.2,G-F,wagnefr01
903,P.J. Washington,28,0,2021-22,23,CHO,65,28,0,3.4,114,113,1.8,1.6,0.091,-0.2,0.2,-0.1,0.9,13.6,4.8,15.5,10.1,11.2,1.5,3.3,12.6,15.6,F,washipj01
904,Trendon Watford,10,0,2021-22,21,POR,48,10,0,1.9,118,116,1.4,0.5,0.104,-1.4,-0.4,-1.7,0.1,15.8,7,18.6,12.6,14.6,1.4,3.2,12.5,17.6,F,watfotr01
905,Russell Westbrook,78,0,2021-22,33,LAL,78,78,0,1.7,102,114,-0.6,2.3,0.03,-0.7,-0.9,-1.6,0.2,15,4.4,18.8,11.6,31.6,1.3,0.7,17.3,27.3,G,westbru01
906,Coby White,17,0,2021-22,21,CHI,61,17,0,2.4,111,117,1.6,0.8,0.067,-0.4,-1.7,-2.1,0,12.6,1.1,11,6.1,15,0.8,0.6,9.3,19.8,G,whiteco01
907,Derrick White,52,0,2021-22,27,BOSSAS,75,52,0,5.1,114,112,2.8,2.3,0.111,0.4,0.6,0.9,1.6,14.8,1.8,10.7,6.3,22.9,1.4,2.3,11.6,19.9,G,whitede01
908,Aaron Wiggins,35,0,2021-22,23,OKC,50,35,0,1.2,107,116,0.5,0.8,0.048,-3.4,-0.9,-4.3,-0.7,10.3,4.3,11,7.6,8.5,1.2,0.8,12.6,15.3,G,wiggiaa01
909,Andrew Wiggins,73,1,2021-22,26,GSW,73,73,1,5.1,109,109,1.8,3.4,0.105,0.3,0.1,0.4,1.4,15,4.1,10.9,7.6,10.8,1.6,2.1,9,23.1,F-G,wiggian01
910,Brandon Williams,16,0,2021-22,22,POR,24,16,0,-0.5,96,118,-0.7,0.2,-0.037,-2.6,-3.1,-5.7,-0.6,11,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,G,willibr03
911,Grant Williams,21,0,2021-22,23,BOS,77,21,0,5.1,122,109,2.4,2.6,0.13,-1.4,1.1,-0.4,0.8,11.2,3.8,11.8,7.9,5.7,1,2.8,11.6,12.6,F,willigr01
912,Robert Williams,61,0,2021-22,24,BOS,61,61,0,9.9,148,102,6,3.9,0.262,2.4,3.1,5.5,3.4,22.1,14.6,20.5,17.6,9.7,1.5,6.8,13.4,11.5,C-F,williro04
913,Ziaire Williams,31,0,2021-22,20,MEM,62,31,0,2.2,113,114,1.1,1.1,0.08,-2.4,-0.6,-3,-0.3,9.7,2,8.2,5,6.3,1.2,0.8,8.4,14.9,F,willizi02
914,Justise Winslow,11,0,2021-22,25,LACPOR,48,11,0,0.8,100,109,-0.3,1.1,0.048,-2.7,1,-1.7,0.1,13.1,7,20.9,14,16.1,2.2,2.9,14.6,18.9,F,winslju01
915,Christian Wood,67,0,2021-22,26,HOU,68,67,0,4.9,114,113,2.9,2,0.112,2.1,-0.4,1.6,1.9,19.1,5.7,30.4,18,12.2,1.2,2.8,11,23.3,F,woodch01
916,Trae Young,76,1,2021-22,23,ATL,76,76,1,10,119,118,9,1,0.181,7.1,-2,5.2,4.8,25.4,2.1,9.6,5.9,46.7,1.3,0.2,14.5,34.4,G,youngtr01
917,Omer Yurtseven,12,0,2021-22,23,MIA,56,12,0,2.1,112,104,0.8,1.4,0.145,-1.4,0.4,-1,0.2,17.4,13.9,33,23.6,11,1.2,3,13,19.9,C,yurtsom01
918,Ivica Zubac,76,0,2021-22,24,LAC,76,76,0,7.2,126,107,4.3,2.9,0.187,-0.1,0.8,0.7,1.3,19.2,12.8,23.7,18.4,9.8,1,3.5,16.1,16.8,C,zubaciv01
919,Steven Adams,58,0,2020-21,27,NOP,58,58,0,4,122,112,2.3,1.7,0.119,-0.4,0.1,-0.3,0.7,15.1,14.4,20.4,17.4,9.1,1.6,2.2,17.5,11.7,C,adamsst01
920,Bam Adebayo,64,0,2020-21,23,MIA,64,64,0,8.8,122,108,5.6,3.2,0.197,2.9,2,4.9,3.7,22.7,7.7,22.6,15.3,26.9,1.7,3.2,15,23.7,C-F,adebaba01
921,Nickeil Alexander-Walker,13,0,2020-21,22,NOP,46,13,0,0.7,101,112,-0.3,1,0.035,-1.4,0.1,-1.3,0.2,12.5,1.4,14.1,7.8,14.7,2.2,2.1,12.4,23.2,G,alexani01
922,Grayson Allen,38,0,2020-21,25,MEM,50,38,0,2.7,116,113,1.5,1.2,0.101,-0.2,0.1,-0.2,0.6,12.8,1.6,12,6.7,11.5,1.7,0.6,9.6,16.8,G,allengr01
923,Jarrett Allen,45,0,2020-21,22,BRKCLE,63,45,0,6.4,127,112,4.3,2.1,0.166,1.3,-0.2,1.1,1.4,20.1,11.6,26.3,18.9,8.7,0.8,4.3,14.1,16.6,C-F,allenja01
924,Kyle Anderson,69,0,2020-21,27,MEM,69,69,0,5.6,118,109,2.9,2.7,0.143,1.4,1.9,3.3,2.5,17.2,2.9,19.5,11.1,18.3,2.1,2.7,10.4,18.5,F-G,anderky01
925,Giannis Antetokounmpo,61,1,2020-21,26,MIL,61,61,1,10.2,122,107,6.9,3.3,0.244,6.2,2.8,9,5.6,29.2,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,F-G,antetgi01
926,Cole Anthony,34,0,2020-21,20,ORL,47,34,0,0,98,116,-0.9,0.9,-0.001,-1.9,-1.4,-3.3,-0.4,12.1,3,15.4,9,24.2,1.1,1.3,14.8,24.3,G,anthoco01
927,OG Anunoby,43,0,2020-21,23,TOR,43,43,0,3.1,113,112,1.5,1.6,0.104,0.8,0.4,1.2,1.2,15.4,4,14.6,9.1,10.1,2.2,2.2,11.7,19.3,F,anunoog01
928,Deni Avdija,32,0,2020-21,20,WAS,54,32,0,1.2,103,113,0,1.2,0.046,-3.6,0.4,-3.1,-0.4,7.6,1.9,20.2,11,6.3,1.2,1,9,12,G-F,avdijde01
929,Deandre Ayton,69,0,2020-21,22,PHO,69,69,0,8.4,127,109,5.3,3.1,0.191,1.1,0.1,1.2,1.7,20.3,12.4,26.3,19.5,6.8,1,3.4,11.9,18.2,C,aytonde01
930,Marvin Bagley III,42,0,2020-21,21,SAC,43,42,0,1.4,109,117,0.9,0.5,0.059,-0.4,-2.7,-3.1,-0.3,16.3,10.4,21.5,15.9,5.8,0.9,1.6,9.7,23.5,F-C,baglema01
931,LaMelo Ball,31,0,2020-21,19,CHO,51,31,0,2.8,108,110,1,1.9,0.093,1.1,0.7,1.8,1.4,17.5,4.6,17.9,11.1,33.9,2.7,1.2,16.3,26.1,G,ballla01
932,Lonzo Ball,55,0,2020-21,23,NOP,55,55,0,3.2,110,113,1.5,1.7,0.089,1.4,0.3,1.7,1.6,15.2,2.1,14.3,8.2,25.4,2.3,1.7,14.5,20.5,G,balllo01
933,Desmond Bane,17,0,2020-21,22,MEM,68,17,0,2.9,115,114,1.6,1.3,0.093,-0.6,-0.2,-0.8,0.5,12.2,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,G,banede01
934,Harrison Barnes,58,0,2020-21,28,SAC,58,58,0,4.5,123,119,4,0.5,0.103,1.5,-1.3,0.2,1.1,15.4,3.3,17.2,10.2,13,1,0.4,11.1,17.2,F,barneha02
935,RJ Barrett,72,0,2020-21,20,NYK,72,72,0,4.1,106,110,0.9,3.1,0.078,-0.9,-0.3,-1.2,0.5,13.4,3,14.8,8.9,13.8,1.1,0.8,10.5,23.4,G-F,barrerj01
936,Nicolas Batum,38,0,2020-21,32,LAC,67,38,0,5,124,110,2.7,2.3,0.132,0.6,1.5,2.1,1.9,12.9,3.2,15.9,9.7,10.5,1.9,1.8,10.8,11.8,F-G,batumni01
937,Kent Bazemore,18,0,2020-21,31,GSW,67,18,0,1.8,101,108,-0.2,2.1,0.065,-2.9,1.7,-1.2,0.2,10.6,2.1,16,9.1,11.1,2.4,2.2,16.1,16.3,G-F,bazemke01
938,Darius Bazley,55,0,2020-21,20,OKC,55,55,0,-0.9,93,114,-2.3,1.4,-0.026,-3.1,-1.3,-4.4,-1,9.7,3.1,21.2,12,8.9,0.8,1.3,13.7,22.1,F,bazleda01
939,Bradley Beal,60,1,2020-21,27,WAS,60,60,1,5.9,114,115,4.2,1.7,0.132,4.8,-1.4,3.4,2.9,22.7,3.6,10.4,7,21.3,1.5,0.9,10.6,34.1,G,bealbr01
940,Malik Beasley,36,0,2020-21,24,MIN,37,36,0,1.3,109,118,0.9,0.4,0.053,1.6,-1.8,-0.2,0.6,14.6,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24,G,beaslma01
941,DeAndre' Bembry,12,0,2020-21,26,TOR,51,12,0,1.2,104,111,0.1,1.1,0.059,-3.2,1.4,-1.9,0,11.2,3.6,13.3,8.3,15.6,2.6,1.9,21.6,14.6,F,bembrde01
942,Patrick Beverley,34,0,2020-21,32,LAC,37,34,0,2.1,118,110,1,1,0.119,-0.7,1.4,0.7,0.6,12,4,11.8,8,12,1.7,3,12.4,14.6,G,beverpa01
943,Saddiq Bey,53,0,2020-21,21,DET,70,53,0,3.3,112,114,1.6,1.7,0.082,0.3,-0.8,-0.5,0.7,12.6,2.5,16.2,9.3,7.6,1.3,0.6,7.4,18.7,F,beysa01
944,Khem Birch,22,0,2020-21,28,ORLTOR,67,22,0,3.8,121,113,2.3,1.4,0.118,-1,0.1,-1,0.4,15.1,11.6,15.3,13.4,8.5,1.5,3.1,9.2,13.6,C-F,birchkh01
945,Bismack Biyombo,36,0,2020-21,28,CHO,66,36,0,2.3,113,113,0.9,1.4,0.081,-3.4,0.4,-3,-0.4,11.7,10.8,17.1,13.9,8.3,0.6,5.4,19.8,11.5,C-F,biyombi01
946,Bogdan Bogdanović,27,0,2020-21,28,ATL,44,27,0,3.9,122,114,2.8,1.1,0.142,3.3,0.3,3.6,1.8,17.6,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,G,bogdabo01
947,Bojan Bogdanović,72,0,2020-21,31,UTA,72,72,0,5.2,113,112,2.7,2.5,0.113,0.2,-0.7,-0.4,0.9,14,2,11.1,6.7,9.1,1,0.1,10.9,22.8,G-F,bogdabo02
948,Devin Booker,67,1,2020-21,24,PHO,67,67,1,4.9,110,114,2.9,2,0.104,1.7,-1.4,0.3,1.3,19.2,1.7,12.1,7,20.6,1.2,0.6,12.4,32.7,G,bookede01
949,Chris Boucher,14,0,2020-21,28,TOR,60,14,0,6.1,127,109,4,2.1,0.201,2.7,0.6,3.3,2,21.9,8.5,22.5,15.3,6.9,1.2,7.6,6.7,20.5,F,bouchch01
950,Mikal Bridges,72,0,2020-21,24,PHO,72,72,0,8,131,112,5.4,2.6,0.164,2.4,0.9,3.3,3.1,16.4,3.7,11.1,7.5,8.8,1.6,2.4,7.3,14.9,F-G,bridgmi01
951,Miles Bridges,19,0,2020-21,22,CHO,66,19,0,4.2,116,113,2.4,1.9,0.105,0.2,0.1,0.2,1.1,14.7,4.5,18,11.1,11.4,1.1,2.7,13.6,17.3,G-F,bridgmi02
952,Oshae Brissett,16,0,2020-21,22,IND,21,16,0,1.8,129,111,1.2,0.6,0.165,1.1,-0.5,0.6,0.3,17.2,6.1,17.9,12,4.6,1.7,3.1,5.3,15.6,F,brissos01
953,Malcolm Brogdon,56,0,2020-21,28,IND,56,56,0,4.2,113,115,2.9,1.3,0.105,3,-0.9,2.1,2,17.9,3.3,13.2,8.3,25.7,1.2,0.6,9.8,25.9,G,brogdma01
954,Dillon Brooks,67,0,2020-21,25,MEM,67,67,0,1.4,102,113,-0.5,1.8,0.033,-2.6,-1.1,-3.7,-0.9,12.1,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,F-G,brookdi01
955,Bruce Brown,37,0,2020-21,24,BRK,65,37,0,4.4,124,112,2.8,1.5,0.144,-0.4,0.2,-0.1,0.7,16.1,8.9,17.2,13.3,9.8,1.9,1.7,10.2,15.9,G-F,brownbr01
956,Jaylen Brown,58,1,2020-21,24,BOS,58,58,1,4.8,112,113,2.8,2,0.115,3.2,-0.7,2.5,2.3,19.9,3.9,15.5,9.7,16.5,1.8,1.5,11.5,29.7,F-G,brownja02
957,Moses Brown,32,0,2020-21,21,OKC,43,32,0,2.6,117,109,1.3,1.3,0.138,-1.3,-1.2,-2.4,-0.1,18.8,17.2,26.2,21.6,1.7,1.6,4.5,11.7,16.9,C,brownmo01
958,Sterling Brown,14,0,2020-21,25,HOU,51,14,0,1.8,114,116,1,0.8,0.071,-1.6,0,-1.6,0.1,11.1,3.2,16.8,9.7,8.4,1.5,0.9,10.5,13.5,G,brownst02
959,Jalen Brunson,12,0,2020-21,24,DAL,68,12,0,5.1,123,116,3.9,1.1,0.143,1.5,-0.6,0.9,1.2,17.1,1.8,13.1,7.5,21.3,1,0.1,10.3,20.2,G,brunsja01
960,Thomas Bryant,10,0,2020-21,23,WAS,10,10,0,1,132,114,0.7,0.2,0.171,1.4,-0.6,0.9,0.2,18.7,7.1,16.8,11.9,8.2,0.7,2.5,9.8,17.2,C,bryanth01
961,Reggie Bullock,64,0,2020-21,29,NYK,65,64,0,4.6,118,111,2.3,2.3,0.114,-0.9,0.8,-0.1,0.9,11.1,0.9,11.4,6.2,7.4,1.3,0.5,7.1,14.4,G-F,bullore01
962,Jimmy Butler,52,0,2020-21,31,MIA,52,52,0,9.3,127,108,6.6,2.7,0.255,5.4,2.3,7.7,4.3,26.5,6.3,17.1,11.8,35.1,3.1,1.1,10.6,26.6,F-G,butleji01
963,Kentavious Caldwell-Pope,67,0,2020-21,27,LAL,67,67,0,4.2,114,109,1.6,2.6,0.107,-1.6,1,-0.5,0.7,10.7,1.6,8.9,5.3,9.2,1.6,1.2,10.6,14.2,G,caldwke01
964,Facundo Campazzo,19,0,2020-21,29,DEN,65,19,0,3.1,117,112,1.6,1.5,0.105,-1.7,1.2,-0.6,0.5,11.6,1.8,8.9,5.3,20.2,2.7,1,17.1,13.1,G,campafa01
965,Clint Capela,63,0,2020-21,26,ATL,63,63,0,8.2,125,106,4.9,3.3,0.207,2.7,0,2.7,2.2,24.3,17.5,34.3,26.1,4.1,1.1,6,8.4,19.9,C,capelca01
966,Michael Carter-Williams,25,0,2020-21,29,ORL,31,25,0,-0.5,93,115,-1.1,0.6,-0.028,-4.6,-0.2,-4.8,-0.6,9.5,4.9,13.4,9,24.3,1.5,1.9,18.4,20.2,G,cartemi01
967,Wendell Carter Jr.,44,0,2020-21,21,CHIORL,54,44,0,3.4,114,111,1.7,1.7,0.118,-1.1,-0.2,-1.3,0.2,16.7,10.2,24.6,17.4,11.2,1.2,2.7,12.7,19.3,C,cartewe01
968,Willie Cauley-Stein,16,0,2020-21,27,DAL,53,16,0,2.8,128,110,1.6,1.2,0.147,-2.2,0.9,-1.3,0.2,14.3,8.1,20.5,14.3,5.3,1.1,4.4,11.8,12,F-C,caulewi01
969,Brandon Clarke,16,0,2020-21,24,MEM,59,16,0,4.2,119,109,2.2,2,0.142,0.4,1.2,1.5,1.3,17.3,7.2,17.5,12.3,9.5,2,3.2,5.7,17.2,F,clarkbr01
970,Gary Clark,11,0,2020-21,26,DENORLPHI,39,11,0,0.1,97,117,-0.3,0.4,0.008,-4.2,-0.7,-4.9,-0.5,6,5.1,13.5,9.1,6.4,1,1,11.1,10.1,F,clarkga01
971,John Collins,63,0,2020-21,23,ATL,63,63,0,6.7,125,112,4.8,1.9,0.174,2.5,-0.2,2.3,2,20.6,7.1,20.3,13.8,6.9,0.9,3,8.9,22.2,F,collijo01
972,Mike Conley,51,1,2020-21,33,UTA,51,51,1,6.1,123,109,4,2.1,0.197,3.6,1.3,4.9,2.6,19.2,2.7,9.6,6.3,30.6,2.3,0.5,12.4,23.1,G,conlemi01
973,Robert Covington,70,0,2020-21,30,POR,70,70,0,3.7,113,112,1.4,2.4,0.08,-1.3,1.5,0.2,1.2,11.2,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,F-C,covinro01
974,Jae Crowder,42,0,2020-21,30,PHO,60,42,0,3.3,113,111,1.4,1.9,0.097,0.3,0.8,1.1,1.3,11.8,2.2,16.9,9.7,10,1.4,1.5,9.5,15.7,F,crowdja01
975,Seth Curry,57,0,2020-21,30,PHI,57,57,0,4,118,112,2.3,1.7,0.118,0.1,-0.4,-0.3,0.7,12.9,0.7,8.3,4.6,13.6,1.3,0.4,10,17.1,G,curryse01
976,Stephen Curry,63,1,2020-21,32,GSW,63,63,1,9,119,111,6.5,2.5,0.201,8.3,0.4,8.7,5.8,26.3,1.5,15.4,8.5,30.5,1.7,0.3,12.2,34.8,G,curryst01
977,Anthony Davis,36,1,2020-21,27,LAL,36,36,1,3.7,110,104,1.3,2.4,0.152,2.6,2.2,4.8,2,22.1,6,21.5,13.8,16.4,1.9,4.5,9.5,29.2,F-C,davisan02
978,DeMar DeRozan,61,0,2020-21,31,SAS,61,61,0,7.4,122,115,5.9,1.5,0.172,3.2,-0.1,3.1,2.6,22,2,11.6,6.7,32,1.3,0.6,9.7,26.1,G-F,derozde01
979,Donte DiVincenzo,66,0,2020-21,24,MIL,66,66,0,3.6,112,112,1.5,2.1,0.095,-0.2,0.4,0.2,1,13,4.9,16.7,11,14.2,1.9,0.7,12.5,16.7,G,divindo01
980,Luka Dončić,66,1,2020-21,21,DAL,66,66,1,7.7,114,111,5.1,2.6,0.163,6.1,0.7,6.8,5.1,25.3,2.7,22.9,12.8,44.1,1.4,1.5,15.3,36,G-F,doncilu01
981,Luguentz Dort,52,0,2020-21,21,OKC,52,52,0,0.3,100,116,-0.6,1,0.011,-2.6,-0.9,-3.5,-0.6,10.1,2.5,10.3,6.4,8.8,1.4,1.1,10,21.7,G,dortlu01
982,Sekou Doumbouya,11,0,2020-21,20,DET,56,11,0,-0.2,93,114,-0.9,0.7,-0.012,-5.4,-1.3,-6.7,-1,6.9,4.9,13.5,9.2,8,1.4,0.9,12.4,17.8,F,doumbse01
983,Andre Drummond,46,0,2020-21,27,CLELAL,46,46,0,2,101,104,-0.6,2.5,0.077,-1.7,0.5,-1.2,0.3,19.4,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,C,drumman01
984,Kevin Durant,32,1,2020-21,32,BRK,35,32,1,5,122,112,3.7,1.2,0.206,6.4,0.8,7.2,2.7,26.4,1.3,21.3,11.8,27.5,1,3.4,14.5,31.2,F-G,duranke01
985,Anthony Edwards,55,0,2020-21,19,MIN,72,55,0,0.8,102,116,-0.6,1.4,0.017,-0.4,-1.7,-2.1,-0.1,13.9,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27,G-F,edwaran01
986,Joel Embiid,51,1,2020-21,26,PHI,51,51,1,8.8,121,104,5.6,3.2,0.266,6.3,1.2,7.5,3.8,30.3,8,29.1,18.7,16.2,1.5,3.9,12.2,35.3,C,embiijo01
987,Dorian Finney-Smith,60,0,2020-21,27,DAL,60,60,0,4.4,124,114,2.8,1.6,0.11,0.2,0,0.1,1,12,5.7,13,9.3,7.2,1.3,1.2,9,12.2,F,finnedo01
988,Malachi Flynn,14,0,2020-21,22,TOR,47,14,0,0.8,103,114,0,0.8,0.041,-2.5,-0.2,-2.6,-0.1,10.9,1.1,13,6.9,21.4,2,0.8,10.5,19,G,flynnma01
989,Bryn Forbes,10,0,2020-21,27,MIL,70,10,0,2.7,119,117,2,0.7,0.096,0.4,-1.7,-1.3,0.2,12.8,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,G,forbebr01
990,Evan Fournier,36,0,2020-21,28,BOSORL,42,36,0,2.8,115,115,1.8,1,0.107,1.5,-0.4,1.1,1,16.7,0.8,10.2,5.4,18.6,1.8,1.4,10.8,23.1,G-F,fournev01
991,De'Aaron Fox,58,0,2020-21,23,SAC,58,58,0,4.2,113,118,3.4,0.8,0.098,3.1,-1.3,1.8,2,20.7,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31,G,foxde01
992,Daniel Gafford,11,0,2020-21,22,CHIWAS,54,11,0,3.5,131,107,2.1,1.3,0.209,0.6,1.6,2.2,0.8,22.2,12.9,18.6,15.8,5.3,1.5,8.1,13.1,16.7,C-F,gaffoda01
993,Darius Garland,50,0,2020-21,21,CLE,54,50,0,1.2,105,117,0.3,0.9,0.033,0,-2.1,-2.1,-0.1,14.2,1.4,6.8,4,30.9,1.8,0.3,16,24.9,G,garlada01
